dcterms:identifier,rico:hasOrHadPhysicalLocation,bibo:authorListOS,bibo:authorListURI,bibo:authorListTXT,dcterms:title,bibo:edition ,bibo:issue,dcterms:createdRAW,dcterms:createdINT,dcterms:format,bibo:editor,bibo:numVolumes,dcterms:description
BIB00162,"Bibliothèque scientifique en vitrine, travée 2, étagère 3",,,,Éléments d'algèbre,,,1800,,,,,
BIB00163,"Bibliothèque scientifique en vitrine, travée 2, étagère 3",,,Rivard,Abrégé des élémens de mathématique,,,1744,,,,1 volume,Pleine basane
BIB00164,"Bibliothèque scientifique en vitrine, travée 2, étagère 3",,,Archimêde,Les œuvres avec commentaire de F. Peyrard,,,1808,,,,,
BIB00165,"Bibliothèque scientifique en vitrine, travée 2, étagère 3",,http://ark.bnf.fr/ark:/12148/cb14618149h Guisnée,,Application de l'algèbre à la géométrie,,,1705,,,,1 volume,Pleine basane
BIB00166,"Bibliothèque scientifique en vitrine, travée 2, étagère 3",,http://ark.bnf.fr/ark:/12148/cb10354854t Adrien Guilmin,,Cours élémentaire de trigonométrie rectiligne,,,1859,,,,,
BIB00167,"Bibliothèque scientifique en vitrine, travée 2, étagère 3",,,Reynault,Traité d'arithmétique,,,1846,,,,,
BIB00168,"Bibliothèque scientifique en vitrine, travée 2, étagère 4",,,H. Wronsky,"Philosophie de la technie, 1re section",,,1815,,,,,
BIB00169,"Bibliothèque scientifique en vitrine, travée 2, étagère 4",,,Poisson,Traité de mécanique,,,1833,,,,2 volumes,
BIB00170,"Bibliothèque scientifique en vitrine, travée 2, étagère 4",,,Tyndall,La chaleur,,,1864,,,,,
BIB00171,"Bibliothèque scientifique en vitrine, travée 2, étagère 4",,,Clausius,Théorie de la chaleur,,,1869,,,,,
BIB00172,"Bibliothèque scientifique en vitrine, travée 2, étagère 4",,,Hirn,Théorie mécanique de la chaleur,,,1865,,,,,
BIB00173,"Bibliothèque scientifique en vitrine, travée 2, étagère 4",,,Sonnet,Notions de mécanique,,,1865,,,,,
BIB00174,"Bibliothèque scientifique en vitrine, travée 2, étagère 4",,,Harant;Laffitte,Leçon de mécanique élémentaire,,,1858,,,,,
BIB00175,"Bibliothèque scientifique en vitrine, travée 2, étagère 4",,,Delaunay,Traité de mécanique rationnel,,,1866,,,,,
BIB00176,"Bibliothèque scientifique en vitrine, travée 2, étagère 4",,http://ark.bnf.fr/ark:/12148/cb12195734x Arthur Morin,,Notions de mécanique,,,1860,,,,,
BIB00177,"Bibliothèque scientifique en vitrine, travée 2, étagère 4",,http://ark.bnf.fr/ark:/12148/cb12195734x Arthur Morin,,Aide mémoire de mécanique,,,1864,,,,,
BIB00178,"Bibliothèque scientifique en vitrine, travée 2, étagère 4",,,Deguin,Précis de mécanique,,,1858,,,,,
BIB00179,"Bibliothèque scientifique en vitrine, travée 2, étagère 4",,,Furiet,Éléments de mécanique,,,1856,,,,,
BIB00180,"Bibliothèque scientifique en vitrine, travée 2, étagère 4",,,Boucharlat,Éléments de mécanique,,,1815,,,,2 volumes,
BIB00181,"Bibliothèque scientifique en vitrine, travée 2, étagère 4",,,Genieys,Recueil de tables à l'usage des ingénieurs,,,1837,,,,,
BIB00182,"Bibliothèque scientifique en vitrine, travée 2, étagère 4",,,F. J. G.,Éléments de mécanique,,,1886,,,,,
BIB00183,"Bibliothèque scientifique en vitrine, travée 2, étagère 4",,,Armengaud,Guide de mécanique pratique,,,1867,,,,,
BIB00184,"Bibliothèque scientifique en vitrine, travée 2, étagère 4",,,Thenot,Mécanique des fluides,,,1939,,,,4 volumes,
BIB00185,"Bibliothèque scientifique en vitrine, travée 2, étagère 4",,,Philippe de La Hire,Les élémens des sections coniques et Traité Delahire,,,1757,,,,2 volumes,
BIB00186,"Bibliothèque scientifique en vitrine, travée 2, étagère 4",,,Mauduit,Introduction aux sections coniques,,,1761,,,,,
BIB00187,"Bibliothèque scientifique en vitrine, travée 2, étagère 4",,,Alembert;Condorcet;Bossuet,Nouvelles expériences sur la résistance des fluides,,,,,,,,
BIB00188,"Bibliothèque scientifique en vitrine, travée 2, étagère 4",,http://ark.bnf.fr/ark:/12148/cb12487306c Sylvestre-François Lacroix,,Traité élémentaire des calculs des probabilités,,,1822,,,,,
BIB00189,"Bibliothèque scientifique en vitrine, travée 2, étagère 4",,,Monge,Traité élémentaire de statique,,,1826,,,,,
BIB00190,"Bibliothèque scientifique en vitrine, travée 2, étagère 4",,,Monge,Traité élémentaire de statique,,,1846,,,,,
BIB00191,"Bibliothèque scientifique en vitrine, travée 2, étagère 4",,,Poinsot,Éléments de statique,,,1830,,,,,
BIB00192,"Bibliothèque scientifique en vitrine, travée 2, étagère 4",,,L'hospital Guillaume-François-Antoine,Traité analytique des sections coniques,,,1707,,,,1 volume,Pleine basane
BIB00193,"Bibliothèque scientifique en vitrine, travée 2, étagère 4",,http://ark.bnf.fr/ark:/12148/cb130124591 Joseph-Alphonse Adhémar,,Traité des ombres,,,1852,,,,,
BIB00194,"Bibliothèque scientifique en vitrine, travée 2, étagère 4",,http://ark.bnf.fr/ark:/12148/cb130124591 Joseph-Alphonse Adhémar,,Traité des ombres,,,1852,,,,,
BIB00195,"Bibliothèque scientifique en vitrine, travée 2, étagère 4",,http://ark.bnf.fr/ark:/12148/cb130124591 Joseph-Alphonse Adhémar,,Traité de perspective à l'usage des artistes,,,1846,,,,,
BIB00196,"Bibliothèque scientifique en vitrine, travée 2, étagère 4",,http://ark.bnf.fr/ark:/12148/cb130124591 Joseph-Alphonse Adhémar,,Traité de perspective à l'usage des artistes,,,1846,,,,,
BIB00197,"Bibliothèque scientifique en vitrine, travée 2, étagère 4",,http://ark.bnf.fr/ark:/12148/cb130124591 Joseph-Alphonse Adhémar,,Traité de géométrie descriptive,,,1846,,,,,
BIB00198,"Bibliothèque scientifique en vitrine, travée 2, étagère 4",,http://ark.bnf.fr/ark:/12148/cb130124591 Joseph-Alphonse Adhémar,,Traité de géométrie descriptive,,,1846,,,,,
BIB00199,"Bibliothèque scientifique en vitrine, travée 2, étagère 4",,,Regnault,Traité de géométrie pratique,,,1842,,,,,
BIB00200,"Bibliothèque scientifique en vitrine, travée 2, étagère 4",,,Pierre Prevost,Du calorique rayonnant,,,1809,,,,1 volume,Broché
BIB00201,"Bibliothèque scientifique en vitrine, travée 2, étagère 4",,,Marie (abbé),Traité de mécanique,,,1774,,,,,Plein veau
BIB00202,"Bibliothèque scientifique en vitrine, travée 2, étagère 4",,http://ark.bnf.fr/ark:/12148/cb124038033 Eugène Peclet,,Traité de la chaleur,,,1843,,,,2 volumes,Demi-chagrin
BIB00203,"Bibliothèque scientifique en vitrine, travée 2, étagère 4",,,Charles-Edouard Jullien,Problèmes de mécanique rationnelle,,,1855,,,,2 volumes,
BIB00204,"Bibliothèque scientifique en vitrine, travée 2, étagère 5",,,Benjamin Franklin,Œuvres traduites de l'anglais,4e édition,,1773,,,,,
BIB00205,"Bibliothèque scientifique en vitrine, travée 2, étagère 5",,http://ark.bnf.fr/ark:/12148/cb124035425 Jan Hendrik Van Swinden,,Recueil de mémoires sur l'analogie de l'électricité et du magnétisme,,,1784,,,,3 volumes,Pleine basane
BIB00206,"Bibliothèque scientifique en vitrine, travée 2, étagère 5",,http://ark.bnf.fr/ark:/12148/cb12485060v Jules Gavarret,,Traité d'électricité,,,,1857/1858,,,4 volumes,Demi-chagrin
BIB00207,"Bibliothèque scientifique en vitrine, travée 2, étagère 5",,,Duchenne,De l'électricité localisée,,,1861,,,,1 volume,Demi-chagrin
BIB00208,"Bibliothèque scientifique en vitrine, travée 2, étagère 5",,http://ark.bnf.fr/ark:/12148/cb12443309m Auguste de La Rive,,Traité d'électricité théorique et appliquée,,,1854,,,,3 volumes,Demi-chagrin
BIB00209,"Bibliothèque scientifique en vitrine, travée 2, étagère 5",,http://ark.bnf.fr/ark:/12148/cb12405686j Théodore du Moncel,,Exposé des applications de l'électricité,3e édition,,1872,,,,,
BIB00210,"Bibliothèque scientifique en vitrine, travée 2, étagère 5",,http://ark.bnf.fr/ark:/12148/cb12405686j Théodore du Moncel,,Notice sur l'appareil d'induction électrique de Ruhmkoff,,,1855,,,,2 volumes,Demi-chagrin
BIB00211,"Bibliothèque scientifique en vitrine, travée 2, étagère 5",,http://ark.bnf.fr/ark:/12148/cb12405686j Théodore du Moncel,,Construction des électroaimants,,,1871,,,,,
BIB00212,"Bibliothèque scientifique en vitrine, travée 2, étagère 6",,http://ark.bnf.fr/ark:/12148/cb130124591 Joseph-Alphonse Adhémar,,Traité de la coupe des pierres,,,1845,,,,1 volume,Demi-basane
BIB00213,"Bibliothèque scientifique en vitrine, travée 2, étagère 6",,http://ark.bnf.fr/ark:/12148/cb130124591 Joseph-Alphonse Adhémar,,Traité de la coupe des pierres,,,1845,,,,1 volume,Demi-basane
BIB00214,"Bibliothèque scientifique en vitrine, travée 2, étagère 5",,,Lacroix Félix,Essai sur l'induction électrique,,,1864,,,,1 volume,Broché
BIB00215,"Bibliothèque scientifique en vitrine, travée 2, étagère 5",,,Marié;Davy,Recherches sur l'électricité,,,1861,,,,,
BIB00216,"Bibliothèque scientifique en vitrine, travée 2, étagère 5",,,Jean-Baptiste Sniadecki,Discours sur Nicolas Kopernik,,,1820,,,,1 volume,Broché
BIB00217,"Bibliothèque scientifique en vitrine, travée 2, étagère 5",,http://ark.bnf.fr/ark:/12148/cb149716923 Georges Claude,,L’Électricité à la portée de tout le monde,,,1922,,,,,
BIB00218,"Bibliothèque scientifique en vitrine, travée 2, étagère 5",,http://ark.bnf.fr/ark:/12148/cb124368143 Georges Claude,,L’Électricité à la portée de tout le monde,,,1922,,,,,
BIB00219,"Bibliothèque scientifique en vitrine, travée 2, étagère 5",,,Snow Harris,Leçon élémentaire de l'électricité,,,1857,,,,,
BIB00220,"Bibliothèque scientifique en vitrine, travée 2, étagère 5",,http://ark.bnf.fr/ark:/12148/cb12485060v Jules Gavarret,,Télégraphe électrique,,,1861,,,,,
BIB00221,"Bibliothèque scientifique en vitrine, travée 2, étagère 5",,,,L'électricité et ses applications,,,1881,,,,,
BIB00222,"Bibliothèque scientifique en vitrine, travée 2, étagère 5",,,Hospitalier,L'électricien,,,1887,,,,,
BIB00223,"Bibliothèque scientifique en vitrine, travée 2, étagère 5",,,,Manuel élémentaire d'électricité industrielle,,,,,,,,
BIB00224,"Bibliothèque scientifique en vitrine, travée 2, étagère 5",,http://ark.bnf.fr/ark:/12148/cb121111021 Henry de Graffigny,,Manuel pratique du conducteur de dynamo,,,1899,,,,,
BIB00225,"Bibliothèque scientifique en vitrine, travée 2, étagère 5",,http://ark.bnf.fr/ark:/12148/cb121111021 Henry de Graffigny,,Piles et accumulateurs,,,1898,,,,,
BIB00226,"Bibliothèque scientifique en vitrine, travée 2, étagère 5",,http://ark.bnf.fr/ark:/12148/cb121111021 Henry de Graffigny,,Le monteur appareilleur électricien,,,,,,,,
BIB00227,"Bibliothèque scientifique en vitrine, travée 2, étagère 5",,http://ark.bnf.fr/ark:/12148/cb121111021 Henry de Graffigny,,Transport électrique des forces motrices,,,1899,,,,,
BIB00228,"Bibliothèque scientifique en vitrine, travée 2, étagère 5",,http://ark.bnf.fr/ark:/12148/cb121111021 Henry de Graffigny,,Manuel de l'électrochimiste,,,1896,,,,,
BIB00229,"Bibliothèque scientifique en vitrine, travée 2, étagère 5",,http://ark.bnf.fr/ark:/12148/cb121111021 Henry de Graffigny,,L'électricité pour tous,,,1899,,,,,
BIB00230,"Bibliothèque scientifique en vitrine, travée 2, étagère 5",,http://ark.bnf.fr/ark:/12148/cb121111021 Henry de Graffigny,,Le jeune électricien à moteur,,,,,,,,
BIB00231,"Bibliothèque scientifique en vitrine, travée 2, étagère 5",,http://ark.bnf.fr/ark:/12148/cb121111021 Henry de Graffigny,,Le chauffeur conducteur de machine à vapeur,,,,,,,,
BIB00232,"Bibliothèque scientifique en vitrine, travée 2, étagère 5",,http://ark.bnf.fr/ark:/12148/cb121111021 Henry de Graffigny,,Conducteur de moteur à gaz et à pétrole,,,,,,,,
BIB00233,"Bibliothèque scientifique en vitrine, travée 2, étagère 6",,,,L'Électricité. Revue scientifique illustrée,,,,1880/1882,,,,
BIB00234,"Bibliothèque scientifique en vitrine, travée 2, étagère 6",,,Claudel,L'art de construire,,,,,,,4 volumes,Divers
BIB00235,"Bibliothèque scientifique en vitrine, travée 2, étagère 6",,http://ark.bnf.fr/ark:/12148/cb12537530x Henri-Victor Regnault,,Manuel des aspirants au grade d'ingénieur des Ponts et Chaussées,,,,1854/1856,,,4 volumes,Demi-basane
BIB00236,"Bibliothèque scientifique en vitrine, travée 2, étagère 6",,http://ark.bnf.fr/ark:/12148/cb12537530x Henri-Victor Regnault,,Relation des expériences [sur] les machines à vapeur,,,1847,,,,1 volume,Demi-cuir
BIB00237,"Bibliothèque scientifique en vitrine, travée 2, étagère 6",,http://ark.bnf.fr/ark:/12148/cb12537530x Henri-Victor Regnault,,[série de plans géométriques],,,,,,,,
BIB00238,"Bibliothèque scientifique en vitrine, travée 2, étagère 6",,,Charles-Edouard Jullien,Traité... de la construction des machines à vapeur,,,1862,,,,2 volumes,Demi-toile
BIB00239,"Bibliothèque scientifique en vitrine, travée 2, étagère 6",,,Du Trembley,Manuel du conducteur des machines à vapeur,,,,1850/1851,,,1 volume,Demi-basane
BIB00240,"Bibliothèque scientifique en vitrine, travée 2, étagère 6",,,Grouvelle;Jaunez,Guide du chauffeur et du propriétaire de machines à vapeur,,,1858,,,,4 volumes,
BIB00241,"Bibliothèque scientifique en vitrine, travée 2, étagère 6",,http://ark.bnf.fr/ark:/12148/cb12487306c Sylvestre-François Lacroix,,Traité élémentaire d'arithmétique,,,1820,,,,,
BIB00242,"Bibliothèque scientifique en vitrine, travée 2, étagère 6",,http://ark.bnf.fr/ark:/12148/cb12487306c Sylvestre-François Lacroix,,Éléments d'algèbre,,,1819,,,,,
BIB00243,"Bibliothèque scientifique en vitrine, travée 2, étagère 6",,http://ark.bnf.fr/ark:/12148/cb12487306c Sylvestre-François Lacroix,,Éléments d'algèbre,,,1836,,,,,
BIB00244,"Bibliothèque scientifique en vitrine, travée 2, étagère 6",,http://ark.bnf.fr/ark:/12148/cb12487306c Sylvestre-François Lacroix,,Compléments des éléments d'algèbre,,,1817,,,,,
BIB00245,"Bibliothèque scientifique en vitrine, travée 2, étagère 6",,http://ark.bnf.fr/ark:/12148/cb12487306c Sylvestre-François Lacroix,,Enseignement des mathématiques,,,1816,,,,6 volumes,Demi-basane
BIB00246,"Bibliothèque scientifique en vitrine, travée 2, étagère 6",,http://ark.bnf.fr/ark:/12148/cb12487306c Sylvestre-François Lacroix,,Trigonométrie,,,1822,,,,,
BIB00247,"Bibliothèque scientifique en vitrine, travée 2, étagère 6",,,Supino,Moteurs diesel,,,1914,,,,1 volume,Demi-chagrin
BIB00248,"Bibliothèque scientifique en vitrine, travée 2, étagère 6",,,Devillez,Éléments de constructions civiles,,,1862,,,,2 volumes,Demi-chagrin
BIB00249,"Bibliothèque scientifique en vitrine, travée 2, étagère 6",,,Audra,Le gélatino-bromure d'argent,,,1883,,,,1 volume,
BIB00250,"Bibliothèque scientifique en vitrine, travée 2, étagère 6",,,Reuleaux,Le constructeur,,,1873,,,,,
BIB00251,"Bibliothèque scientifique en vitrine, travée 2, étagère 6",,,Thompson,Machine dynamoélectrique,,,1900,,,,,
BIB00252,"Bibliothèque scientifique en vitrine, travée 2, étagère 6",,,Güldner,Moteur à combustion,,,,,,,,
BIB00253,"Bibliothèque scientifique en vitrine, travée 2, étagère 6",,,Armengaud,Traité des moteurs,,,,,,,,
BIB00254,"Bibliothèque scientifique en vitrine, travée 2, étagère 6",,,Vergnaud,Manuel de l'artificier,,,1852,,,,,
BIB00255,"Bibliothèque scientifique en vitrine, travée 2, étagère 6",,,Dujardin,Manuel de l'observatoire au microscope,,,1843,,,,,
BIB00256,"Bibliothèque scientifique en vitrine, travée 2, étagère 6",,,Lebaud;Fontenelle,Manuel de distillateur liquoriste,,,1863,,,,,
BIB00257,"Bibliothèque scientifique en vitrine, travée 2, étagère 6",,,Fau,Manuel du physicien préparateur,,,1853,,,,2 volumes,
BIB00258,"Bibliothèque scientifique en vitrine, travée 2, étagère 6",,,Fau,Manuel du physicien préparateur,,,1853,,,,,
BIB00259,"Bibliothèque scientifique en vitrine, travée 2, étagère 6",,,Smee,Galvanoplastie,,,1854,,,,,
BIB00260,"Bibliothèque scientifique en vitrine, travée 2, étagère 6",,,Vermand,Moteur à gaz et à pétrole,,,,,,,,
BIB00261,"Bibliothèque scientifique en vitrine, travée 2, étagère 6",,,Brewer,Les clefs de la science,,,1858,,,,,
BIB00262,"Bibliothèque scientifique en vitrine, travée 2, étagère 6",,,De Fonvielle,Les merveilles du monde invisible,,,1866,,,,,
BIB00263,"Bibliothèque scientifique en vitrine, travée 2, étagère 6",,http://ark.bnf.fr/ark:/12148/cb13077724n Aimé Witz,,Traité des moteurs à gaz,,,,,,,,
BIB00264,"Bibliothèque scientifique en vitrine, travée 2, étagère 6",,http://ark.bnf.fr/ark:/12148/cb12982539j Auguste Belloc,,Causeries photographiques,,,1861,,,,,
BIB00265,"Bibliothèque scientifique en vitrine, travée 2, étagère 6",,,Encontre,Mémoire sur l'inscription de l'ennéagone et sur la division complète du cercle,,,,1800/1801,,,,
BIB00266,"Bibliothèque scientifique en vitrine, travée 2, étagère 6",,,Marchegay,Essai sur le véhicule bycicle,,,1874,,,,,
BIB00267,"Bibliothèque scientifique en vitrine, travée 2, étagère 6",,,Gaussen,Chaleur naturelle de l'homme,,,1787,,,,,
BIB00268,"Bibliothèque scientifique en vitrine, travée 2, étagère 6",,,Boussen,Les différents modes de traction,,,1863,,,,,
BIB00269,"Bibliothèque scientifique en vitrine, travée 2, étagère 6",,,Borelli,Projet d'un nouvelle méchanique,,,1687,,,,,
BIB00270,"Bibliothèque scientifique en vitrine, travée 3, étagère 1",,,Turgan,Les grandes usines,,,1866,,,,6 volumes,Demi-chagrin
BIB00271,"Bibliothèque scientifique en vitrine, travée 3, étagère 1",,,Edward H. Knight,American mechanical dictionary,,,1880,,,,3 volumes,Pleine toile
BIB00272,"Bibliothèque scientifique en vitrine, travée 3, étagère 3",,,Buffon,Oeuvres complètes,,,1839,,,,6 volumes,Demi-toile
BIB00273,"Bibliothèque scientifique en vitrine, travée 3, étagère 3",,,Buffon,Oeuvres complètes,,,1860,,,,2 volumes,
BIB00274,"Bibliothèque scientifique en vitrine, travée 3, étagère 3",,,Chevallier,Flore générale des environs de Paris,,,,1826/1827,,,2 volumes,Broché
BIB00275,"Bibliothèque scientifique en vitrine, travée 3, étagère 4",,,"J. Le Maout, Emmanuel;Decaisne",Flore élémentaire,,,1855,,,,2 volumes,Demi-veau
BIB00276,"Bibliothèque scientifique en vitrine, travée 3, étagère 4",,,Jussieu,Cours élémentaire d'histoire naturelle : botanique,,,1860,,,,,
BIB00277,"Bibliothèque scientifique en vitrine, travée 3, étagère 4",,,Buffon,Œuvres complètes,,,,,,,12 volumes,Demi-chagrin
BIB00278,"Bibliothèque scientifique en vitrine, travée 3, étagère 5",,,Cariot,Étude des fleurs,,,1860,,,,3 volumes,
BIB00279,"Bibliothèque scientifique en vitrine, travée 3, étagère 5",,,Marion,Les merveilles de la végétation,,,1866,,,,,
