rico:hasOrHadPhysicalLocation,rico:isOrWasIncludedIn,dcterms:identifier,dcterms:title,rico:descriptiveNote,schema:fromLocationURI,schema:fromLocationTXT,dcterms:description,crm:P44_has_condition,curation:note,dcterms:dateSubmitted
Salle d'école (dans une boîte Chocolat Meunier),25276,S-00810,Granite,[Étiquette illisible],,,Granite ; très altéré,,,2021-12-15/2021-12-16
Salle d'école (dans une boîte Chocolat Meunier),25276,S-00811,Silex,"""Silex de la falaise de craie Boulogne""",,Boulogne,,,,2021-12-15/2021-12-16
Salle d'école (dans une boîte Chocolat Meunier),25276,S-00812,Actinolite,,,,Actinolite ; strié et tordu ; légerement vert,,,2021-12-15/2021-12-16
Salle d'école (dans une boîte Chocolat Meunier),25276,S-00813,Galet,,,,[Rognon de silex ?],,,2021-12-15/2021-12-16
Salle d'école (dans une boîte Chocolat Meunier),25276,S-00814,Roche siliceuse,,,,Alternances de tons de roses clairs et foncés,,,2021-12-15/2021-12-16
Salle d'école (dans une boîte Chocolat Meunier),25276,S-00815,Conglomérat,,,,Conglomérat de type brèche,,,2021-12-15/2021-12-16
Salle d'école (dans une boîte Chocolat Meunier),25276,S-00816,Quartz,,,,,,,2021-12-15/2021-12-16
Salle d'école (dans une boîte Chocolat Meunier),25276,S-00817,Grès,,,,Bloc de grès clair ; forme rectangulaire allongée,,,2021-12-15/2021-12-16
Salle d'école (dans une boîte Chocolat Meunier),25276,S-00818,Roche rouge foncée,,,,[Granite très altéré ?],,,2021-12-15/2021-12-16
Salle d'école (dans une boîte Chocolat Meunier),25276,S-00819,Roche lisse clair,"""Syrie""",,,"""Syrie"" noté à même la roche ; peut être une roche de zone hydrothermale",,,2021-12-15/2021-12-16
Salle d'école (dans une boîte Chocolat Meunier),25274,S-00820,Hématite et mica,"""Oligiste micacé Fer Sesqui oxydé prov. Environs d'Ogden Utha""",https://sws.geonames.org/5779206/ Ogden,,Hématite (oligiste) et muscovite,,,2021-12-15/2021-12-16
Salle d'école (dans une boîte Chocolat Meunier),25274,S-00821,Géode,"""Cailloux contenant une Géode prov. Environs de la Grotte du Mammouth Kentucky""",https://sws.geonames.org/6254925/ Kentucky,,,,,2021-12-15/2021-12-16
Salle d'école (dans une boîte Chocolat Meunier),25276,S-00822,Roche sédimentaire,,,,Roche sédimentaire difficile à iddentifier ; [calcaire ou marne greseuse ?],,,2021-12-15/2021-12-16
Salle d'école (dans une boîte Chocolat Meunier),25274,S-00823,Granite et grés,"""Echantillon de granite et de gré prov. Montagnes Rocheuses""",https://sws.geonames.org/5836950/ Montagnes Rocheuses,,Granite et grès ; 3 spécimens,,,2021-12-15/2021-12-16
Salle d'école (dans une boîte Chocolat Meunier),25274,S-00824,Soufre,"""Soufre cristallisé Crevasses du bassin des Geysers du Gibbon Parc National des Etats-Unis Montana""",https://sws.geonames.org/5667009/ Montana,,Soufre ; 4 morceaux ; cristaux bien visibles jaunes et odorants,,,2021-12-15/2021-12-16
Salle d'école (dans une boîte Chocolat Meunier),25276,S-00825,Roches volcaniques hydrothermalisées,,,,Roche de zone hydrothermal contenant du soufre,,,2021-12-15/2021-12-16
Salle d'école (dans une boîte Chocolat Meunier),25276,S-00826,Coquille fossilisée,,,,,,,2021-12-15/2021-12-16
Salle d'école (dans une boîte Chocolat Meunier),25276,S-00827,Fossile,,,,[Rostre ou dent fossilisé ?],,,2021-12-15/2021-12-16
Salle d'école (dans une boîte Chocolat Meunier),25276,S-00828,Magnetite,"""Fer [illisible]""",,,Magnétite ; spécimen magnétique (avéré par le test de l'aimant),,,2021-12-15/2021-12-16
Salle d'école (dans une boîte Chocolat Meunier),25276,S-00829,Fossile,,,,,,,2021-12-15/2021-12-16
Salle d'école (dans une boîte Chocolat Meunier),25276,S-00830,Magnetite,,,,Magnétite ; 2 spécimens magnétiques (avéré par le test de l'aimant),,,2021-12-15/2021-12-16
Salle d'école (dans une boîte Chocolat Meunier),25276,S-00831,Chalcopyrite,,,,Chalcopyrite ; avec minéraux secondaires de cuivre,,,2021-12-15/2021-12-16
Salle d'école (dans une boîte Chocolat Meunier),25276,S-00832,Roche volcanique avec obsidienne,,,,Roche volcanique de couleur gris ; contenant de l'obsidienne brune,,,2021-12-15/2021-12-16
Salle d'école (dans une boîte Chocolat Meunier),25276,S-00833,Scorie,,,,Scorie ; altéré,,,2021-12-15/2021-12-16
Salle d'école (dans une boîte Chocolat Meunier),25276,S-00834,Quartz,,,,Quartz ,Fortement empoussiéré,,2021-12-15/2021-12-16
Salle d'école (dans une boîte Chocolat Meunier),25274,S-00835,Obsidienne,"""Roche volcanique prov. Parc National de la Yellowstone Montana""",https://sws.geonames.org/5667009/ Montana,,Obsidienne noire ; avec quelques petits sphérulites,,,2021-12-15/2021-12-16
Salle d'école (dans une boîte Chocolat Meunier),25274,S-00836,Grés quartzeux,"""Echantillon de gré Quartzeux prov. Parc National des Etats-Unis Montana""",https://sws.geonames.org/5667009/ Montana,,Grès quartzeux avec quartz géodique,,,2021-12-15/2021-12-16
Salle d'école (dans une boîte Chocolat Meunier),25274,S-00837,Granite,"""Echantillon de Graniteprov. Vallée de la Yosemite Sierra Nevada Californie""",https://sws.geonames.org/5395648/ Sierra Nevada,,,,,2021-12-15/2021-12-16
Salle d'école (dans une boîte Chocolat Meunier),25274,S-00838,Chaux,"""Echantillon de [illisible] de Chaux [illisible] Grotte du Mammouth Kentucky""",https://sws.geonames.org/6254925/ Kentucky,,,,,2021-12-15/2021-12-16
Salle d'école (dans une boîte Chocolat Meunier),25274,S-00839,Pyrite et quartz,"""Echantillon de Pyrite prov. Environs de Virginia City Montana""",https://sws.geonames.org/5667009/ Montana,,,,,2021-12-15/2021-12-16
Salle d'école (dans une boîte Chocolat Meunier),25276,S-00840,Silex,"""Silex de falaise de craie Boulogne""",,Boulogne,,,,2021-12-15/2021-12-16
Salle d'école (dans une boîte Chocolat Meunier),25274,S-00841,Gypse,"""Eflorescences provenant de la voute de la Grotte du Mammouth Kentucky""",https://sws.geonames.org/6254925/ Kentucky,,Gypse tordu comme du gypse 'corne de bélier',,,2021-12-15/2021-12-16
Salle d'école (dans une boîte Chocolat Meunier),25274,S-00842,Bitume,"""Bitume prov.Obsidiam Creeck Parc National des Etats-Unis""",https://sws.geonames.org/6252001/ Etats-Unis,,Bitume ; le spécimen à coulé dans sa boîte au cours du temps,,,2021-12-15/2021-12-16
Salle d'école (dans une boîte Chocolat Meunier),25274,S-00843,Sable,"""Sable prov. Volcans boueux des Geysers du Gibbon Parc National des Etats-Unis Montana""",https://sws.geonames.org/5667009/ Montana,,Sachet de sable,,,2021-12-15/2021-12-16
Salle d'école (dans une boîte Chocolat Meunier),25274,S-00844,Bois pétrifié,"""Bois pétrifié prov. Nevada City Nevada _ Californie""",https://sws.geonames.org/5509151/ Nevada,,,,,2021-12-15/2021-12-16
Salle d'école (dans une boîte Chocolat Meunier),25274,S-00845,Gré,"""Echantillon de gré prov. Grotte du Mammouth Kentucky""",https://sws.geonames.org/6254925/ Kentucky,,Grès ; 3 morceaux,,,2021-12-15/2021-12-16
Salle d'école (dans une boîte Chocolat Meunier),25274,S-00846,Sable,"""Sable du Bassin des des Geysers du Gibbon Parc National des Etats-Unis Montana""",https://sws.geonames.org/5667009/ Montana,,,,,2021-12-15/2021-12-16
Salle d'école (dans une boîte Chocolat Meunier),25274,S-00847,Arsénopyrite et pyrite,"""Mine Argentifère avec Pyrite prov. Environs de Virginia City Montana""",https://sws.geonames.org/5667009/ Montana,,,,,2021-12-15/2021-12-16
Salle d'école (dans une boîte Chocolat Meunier),25274,S-00848,Hématite et millerite,"""30 180 Hematite. Fe2 66 Millerite. NiS provenance Antwerp New-York""",https://sws.geonames.org/5107253/ Antwerp,,Hématite ; incertitude quant à la présence de millerite,,,2021-12-15/2021-12-16
Salle d'école (dans une boîte Chocolat Meunier),25274,S-00849,Calcite et gypse,"""Dépôt Calcaire prov.Fonds des Bassins pétrifiés Parc National des Etats-Unis (Yellowstone) (Montana)""",https://sws.geonames.org/5843642/ Parc National de Yellowstone,,,,,2021-12-15/2021-12-16
Salle d'école (dans une boîte Chocolat Meunier),25276,S-00850,Silex,"""Silex des falaises de craie Boulogne""",,Boulogne,Silex ; couleur gris,,,2021-12-15/2021-12-16
Salle d'école (dans une boîte Chocolat Meunier),25276,S-00851,Quartz laiteux,"""Quartz opaque à cristaux plate Ste Joy les Lion Rhône""",https://sws.geonames.org/2980586/ Sainte-Foy-lès-Lyon,,,,,2021-12-15/2021-12-16
Salle d'école (dans une boîte Chocolat Meunier),25274,S-00852,Stalagtites,"""Stalagtites prov. Sources du Mammouth Parc National de la Yellowstone Montana""",https://sws.geonames.org/5843642/ Parc National de Yellowstone,,,,,2021-12-15/2021-12-16
Salle d'école (dans une boîte Chocolat Meunier),25274,S-00853,Soufre,"""Soufre Cristallisé prov. Lac Sulfureux des sources du Gibbon Parc National des Etats-Unis Montana""",https://sws.geonames.org/5667009/ Montana,,De nombreux cristaux de soufre de petite à très petite taille,,,2021-12-15/2021-12-16
Salle d'école (dans une boîte Chocolat Meunier),25274,S-00854,Sable aurifère,"""Sables Aurifères Mine de North Bloomfield Nevada City Nevada""",https://sws.geonames.org/5509151/ Nevada,,Sable aurifère (aurifère = content pontentiellement de l'or),,,2021-12-15/2021-12-16
Salle d'école (dans une boîte Chocolat Meunier),25274,S-00855,Cailloux roulés,"""Cailloux Roulés provenant de la Prairie""",https://sws.geonames.org/6049863/ La Prairie?,,,,,2021-12-15/2021-12-16
Salle d'école (dans une boîte Chocolat Meunier),25276,S-00856,Silex,"""Silex Ste Joy les Lyon Rhône""",https://sws.geonames.org/2980586/ Sainte-Foy-lès-Lyon,,,,,2021-12-15/2021-12-16
Salle d'école (dans une boîte Chocolat Meunier),25276,S-00857,Quartz aurifère,"""Mines du Vulkoi Quartz aurifère renfermant or visible, blende, pyrite de fer et provenant du filon Veruga dans le Mont Corabia Transylvanie""",https://sws.geonames.org/664661/ Transylvanie,,Quartz aurifère (aurifère = content pontentiellement de l'or),,,2021-12-15/2021-12-16
Salle d'école (dans une boîte Chocolat Meunier),25274,S-00858,Grés et silex,"""Viginia (verso : Hautes Egiptes)""",,"Virginia, Etats-Unis",,,,2021-12-15/2021-12-16
Salle d'école (dans une boîte Chocolat Meunier),25274,S-00859,Grés et silex,"""Yellowstone (verso : Haute Egiptes)""",https://sws.geonames.org/5843642/ Parc National de Yellowstone,,Grés et rognons de silex,,,2021-12-15/2021-12-16
Salle d'école (dans une boîte Chocolat Meunier),25274,S-00860,Branches de bois,"""Branches pétrifiées Forêt pétrifiée des sources du Mammouth Parc National des Etats-Unis Montana""",https://sws.geonames.org/5667009/ Montana,,Branches [pétrifiées ?],,,2021-12-15/2021-12-16
Salle d'école (dans une boîte Chocolat Meunier),25274,S-00861,Fruits du buckeye,"""Fruits du Buck_ay et autres fruits provenant des Forêts Vierges de la Californie""",https://sws.geonames.org/5332921/ Californie,,,,,2021-12-15/2021-12-16
Salle d'école (dans une boîte Chocolat Meunier),25274,S-00862,Galène avec cinabre,"""22 Sulfure de plomb Argentifère prov.Ogden Utha""",https://sws.geonames.org/5549030/ Utah,,Galène avec cinabre ; noté 22,,/!\ Gants nécessaire,2021-12-15/2021-12-16
Salle d'école (dans une boîte Chocolat Meunier),25274,S-00863,Graines de Séquoia Gigantea,"""Graines de Sequoia Gigantea Forêts Vierges de la Californie Sierra Nevada""",https://sws.geonames.org/5332921/ Californie,,,,,2021-12-15/2021-12-16
Salle d'école (dans une boîte Chocolat Meunier),25274,S-00864,Madrepores,"""Madrepores des côtes du Pacifique provenant de San-francisco Californie""",https://sws.geonames.org/5332921/ Californie,,,,,2021-12-15/2021-12-16
Salle d'école (dans une boîte Chocolat Meunier),25276,S-00865,Ecreuvisses,,,,Deux spécimens en bouteille,,,2021-12-15/2021-12-16
Salle d'école (dans une boîte Chocolat Meunier),25276,S-00866,Mercure,,,,Mercure ; en fiole fermée,,/!\ Gants nécessaire,2021-12-15/2021-12-16
Salle d'école (dans une boîte Chocolat Meunier),25276,S-00867,Amiante,,,,,,/!\ Pas d’inhalation ou ingestion des fibres,2021-12-15/2021-12-16
Salle d'école (dans une boîte Chocolat Meunier),25274,S-00868,Queue de serpent à sonette,"""Queue de serpent à sonette tué dans la vallée de la Yellowstone _ 21 Septembre 1880 _""",https://sws.geonames.org/5843642/ Parc National de Yellowstone,,"Queue de serpent à sonette ; fragile ! ; peut probablement toujours ""sonner"" ",,,2021-12-15/2021-12-16
Salle d'école (dans une boîte Chocolat Meunier),25276,S-00869,Feuilles fossilisées dans marne,,,,Feuilles fossilisées dans marne blanche,,,2021-12-15/2021-12-16
Salle d'école (dans une boîte Chocolat Meunier),25276,S-00870,Fossile,,,,,,,2021-12-15/2021-12-16
Salle d'école (dans une boîte Chocolat Meunier),25276,S-00871,Griffe,"[Étiquette difficile à lire:] ""Griffé Salins (Jura)""",,,Griffe [fossilisée ?],,,2021-12-15/2021-12-16
Salle d'école (dans une boîte Chocolat Meunier),25276,S-00872,Quartz,[Reste arraché d’étiquette],,,,Fortement empoussiéré,,2021-12-15/2021-12-16
Salle d'école (dans une boîte Chocolat Meunier),25276,S-00873,Bois,,,,,,,2021-12-15/2021-12-16
Salle d'école (dans une boîte Chocolat Meunier),25276,S-00874,Feuilles fossilisées dans marne,,,,,,,2021-12-15/2021-12-16
Salle d'école (dans une boîte Chocolat Meunier),25276,S-00875,Pyrite sur calcite,,,,,,,2021-12-15/2021-12-16
Salle d'école (dans une boîte Chocolat Meunier),25276,S-00876,Calcite,,,,,,,2021-12-15/2021-12-16
Salle d'école (dans une boîte Chocolat Meunier),25276,S-00877,Quartz,,,,Quartz ou quartzite,,,2021-12-15/2021-12-16
Salle d'école (dans une boîte Chocolat Meunier),25276,S-00878,Fragment de tuf végétal,,,,,,,2021-12-15/2021-12-16
Salle d'école (dans une boîte Chocolat Meunier),25276,S-00879,Pegmatite micacée,,,,,,,2021-12-15/2021-12-16
Salle d'école (dans une boîte Chocolat Meunier),25276,S-00880,Schiste à biotite,,,,Schiste riche en biotite,,,2021-12-15/2021-12-16
Salle d'école (dans une boîte Chocolat Meunier),25276,S-00881,Fossile,,,,Fossile ; forme allongée,,,2021-12-15/2021-12-16
Salle d'école (dans une boîte Chocolat Meunier),25276,S-00882,Calcite,,,,Calcite ; couleurs orangées,,,2021-12-15/2021-12-16
Salle d'école (dans une boîte Chocolat Meunier),25276,S-00883,Magnétite,,,,Magnétite ; speciment magnétique (validé par le test de l'aimant) ; éclat métallique,,,2021-12-15/2021-12-16
Salle d'école (dans une boîte Chocolat Meunier),25276,S-00884,Silex,,,,Silex noir avec l'extérieur blanc,,,2021-12-15/2021-12-16
Salle d'école (dans une boîte Chocolat Meunier),25276,S-00885,Quartz,"""Quartz Hyalin Ste [illisible]""",,,,,,2021-12-15/2021-12-16
Salle d'école (dans une boîte Chocolat Meunier),25276,S-00886,Fragment de bombe basaltique,[Étiquette illisible / manquante],,,,,,2021-12-15/2021-12-16
Salle d'école (dans une boîte Chocolat Meunier),25276,S-00887,Travertin,,,,Travertin ; altéré probablement par de l'eau,,,2021-12-15/2021-12-16
Salle d'école (dans une boîte avec bouteille),25276,S-00888,Roches volcaniques,,,,Laves divers du fond de la caisse,,,2021-12-15/2021-12-16
Salle d'école (dans une boîte avec bouteille),25276,S-00889,Roches volcaniques,,,,Laves divers du fond de la caisse,,,2021-12-15/2021-12-16
Salle d'école (dans une boîte avec bouteille),25276,S-00890,Chromite,"""12""",,,Chromite ; de très grande taille et très lourde ; composée de chromite et hématite ; non-magnétique ; noté 12,,,2021-12-15/2021-12-16
Salle d'école (dans une boîte avec bouteille),25276,S-00891,Gneiss,,,,Gneiss divers du fond de la caisse,,,2021-12-15/2021-12-16
Salle d'école (dans une boîte avec bouteille),25276,S-00892,Granites,,,,Granite divers du fond de la caisse,,,2021-12-15/2021-12-16
Salle d'école (dans une boîte avec bouteille),25276,S-00893,Marbres,,,,Marbres divers ; étiquettes présentes sur de nombreux spécimens : difficiles à lire voire illisibles ; probablement morceaux de dessus de tables,,,2021-12-15/2021-12-16
Salle d'école (dans une boîte avec bouteille),25276,S-00894,Marbres,,,,Marbres divers ; étiquettes présentes sur de nombreux spécimens : difficiles à lire voire illisibles ; probablement morceaux de dessus de tables,,,2021-12-15/2021-12-16
Salle d'école (dans une boîte avec bouteille),25276,S-00895,Schistes,,,,Schistes divers du fond de la caisse,,,2021-12-15/2021-12-16
Salle d'école (dans une boîte avec bouteille),25276,S-00896,Granite,,,,Granite avec feldspaths très roses,,,2021-12-15/2021-12-16
Salle d'école (dans une boîte avec bouteille),25276,S-00897,Roches sédimentaires,"""Falaise du Portel Boulogne s. Mer""",https://sws.geonames.org/3031133/ Boulogne-sur-Mer,,"Roches sédimentaires ; calcaires, marnes, calcaires fossilifères ; de nombreuses spécimens calcaires ayant la même provenance",,,2021-12-15/2021-12-16
Salle d'école (dans une boîte avec bouteille),25276,S-00898,Roches calcaires,,,,Roches calcaires diverses du fond de la caisse,,,2021-12-15/2021-12-16
Salle d'école (dans une boîte avec bouteille),25276,S-00899,Grés,,,,Grés divers du fond de la caisse,,,2021-12-15/2021-12-16
Salle d'école (dans une boîte avec bouteille),25276,S-00900,Fossiles,,,,"Fossiles divers du fond de la caisse ; coquilles, ammonites …",,,2021-12-15/2021-12-16
Salle d'école (dans une boîte avec bouteille),25276,S-00901,Calcaires fossilifères,"""Fort de la Crèche Boulogne s. Mer""",https://sws.geonames.org/3031133/ Boulogne-sur-Mer,,De nombreuses spécimens calcaires ayant la même provenance,,,2021-12-15/2021-12-16
Salle d'école (dans une boîte avec bouteille),25276,S-00902,Bois préservé dans roches calcaire,"""Falaise du Portel Boulogne s. Mer""",https://sws.geonames.org/3031133/ Boulogne-sur-Mer,,De nombreuses spécimens calcaires ayant la même provenance,,,2021-12-15/2021-12-16
Salle d'école (dans une boîte avec bouteille),25276,S-00903,Roches arrondies,,,,"Roches arrondis diverses du fond de la caisse ; gneiss, grés, calcaires…",,,2021-12-15/2021-12-16
Salle d'école (dans une boîte avec bouteille),25276,S-00904,Bois préservé dans roche calcaire,"""Falaise du Portel Boulogne s. Mer""",https://sws.geonames.org/3031133/ Boulogne-sur-Mer,,Bois préservé dans roche calcaire ; quelques spécimens avec étiquettes mais difficiles à lire,,,2021-12-15/2021-12-16
Salle d'école (dans une boîte avec bouteille),25276,S-00905,Conglomérat,,,,Conglomérats avec altération verte,,,2021-12-15/2021-12-16
Salle d'école (dans une boîte avec bouteille),25276,S-00906,Grés fossilifère,,,,"Grès fossilifère ; noté ""Bullay"" directement sur roche",,,2021-12-15/2021-12-16
Salle d'école (dans une boîte avec bouteille),25276,S-00907,Magnétite,,,,Magnétite ; avec probablement d'autre minéraux métallifères non magnétiques ; éclat métallique très brillant,,,2021-12-15/2021-12-16
Salle d'école (dans une boîte avec bouteille),25276,S-00908,Bois préservé dans roches calcaire fossilifère,"""Falaise du Portel Boulogne s. Mer""",https://sws.geonames.org/3031133/ Boulogne-sur-Mer,,,,,2021-12-15/2021-12-16
Salle d'école (dans une boîte avec bouteille),25276,S-00909,Calcaire fossilifère,"""Vallée heureuse à marquise [illisible] Boulogne s/Mer""",https://sws.geonames.org/3031133/ Boulogne-sur-Mer,,Calcaire fossilifère ; [Calcaire marneux ?],,,2021-12-15/2021-12-16
Salle d'école (dans une boîte avec bouteille),25276,S-00910,Grés fossilifère,"""Monné""",,,,,,2021-12-15/2021-12-16
Salle d'école (dans une boîte avec bouteille),25276,S-00911,Roches quartzeuses,,,,Roches quartzeuses et avec quartz divers du fond de la caisse,,,2021-12-15/2021-12-16
Salle d'école (dans une boîte avec bouteille),25276,S-00912,Roche submétallique,"""Caballeros""",,,Roche noire submétallique ; [hématite ?],,,2021-12-15/2021-12-16
Salle d'école (dans une boîte avec bouteille),25276,S-00913,Coquilles fossilisées,,,,Coquilles fossilisées de grande taille,,,2021-12-15/2021-12-16
Salle d'école (dans une boîte avec bouteille),25276,S-00914,Fragments de roches,,,,"Fragments divers du fond de la caisse ; quartz, grés, gneiss … ",,,2021-12-15/2021-12-16
Salle d'école (dans une boîte avec bouteille),25276,S-00915,Silex,"""Silex falaises de craie Boulogne""",,Boulogne,,,,2021-12-15/2021-12-16
Salle d'école (dans une boîte avec bouteille),25276,S-00916,Phosphate,"""Phosphate de Wassoul""",,,,,,2021-12-15/2021-12-16
Salle d'école (dans une boîte avec bouteille),25276,S-00917,Phosphate,"""Phosphate de [illisible] [Bais ? Bois ? Baie ?]""",,,,,,2021-12-15/2021-12-16
Salle d'école (dans une boîte avec bouteille),25276,S-00918,Soufre sur roche volcanique,,,,,,,2021-12-15/2021-12-16
Salle d'école (dans une boîte avec bouteille),25276,S-00919,Azurite sur roche granitique,,,,,,,2021-12-15/2021-12-16
Salle d'école (dans une boîte avec bouteille),25276,S-00920,Coquilles fossilisées,"""Natira Goultina [illisible] Wissoul""",,Wissoul,,,,2021-12-15/2021-12-16
Salle d'école (dans une boîte avec bouteille),25276,S-00921,Gypse fibreux,"""Gypse lamelleux""",,,,,,2021-12-15/2021-12-16
Salle d'école (dans une boîte avec bouteille),25276,S-00922,Roche sédimentaire litée,"""V. Marcadau""",,,Roche sédimentaire ; alternance de couches marrons-gris et gris foncées ; [ alternance de marne et de calcaire ?],,,2021-12-15/2021-12-16
Salle d'école (dans une boîte avec bouteille),25276,S-00923,Limonite,"""Boulogne s/Mer ça-et-là minerai de fer Port landien""",https://sws.geonames.org/3031133/ Boulogne-sur-Mer,,Limonite jaune,,,2021-12-15/2021-12-16
Salle d'école (dans une boîte avec bouteille),25276,S-00924,Phosphate,"""Phosphate de [barré] Contrôle T. P.""",,,,,,2021-12-15/2021-12-16
Salle d'école (dans une boîte avec bouteille),25276,S-00925,Marne,"""Monné""",,Calcaire marneux ?,,,,2021-12-15/2021-12-16
Salle d'école (dans une boîte avec bouteille),25276,S-00926,Gneiss,[Étiquette illisible],,A amphiboles actinolite-trémolite ?,,,,2021-12-15/2021-12-16
Salle d'école (dans une boîte avec bouteille),25276,S-00927,Scories,,,,Scories ; 3 spécimens,,,2021-12-15/2021-12-16
Salle d'école (dans une boîte avec bouteille),25276,S-00928,Silex,"""Fort de la Crèche Boulogne s/Mer""",https://sws.geonames.org/3031133/ Boulogne-sur-Mer,,Silex arrondi,,,2021-12-15/2021-12-16
Salle d'école (dans une boîte avec bouteille),25276,S-00929,[Bois préservé ou lignite ?],"""Falaise du Portel Boulogne s. Mer""",https://sws.geonames.org/3031133/ Boulogne-sur-Mer,,,,,2021-12-15/2021-12-16
Salle d'école (dans une boîte avec bouteille),25276,S-00930,Fossile,"""Fort de la Crèche Boulogne s/Mer""",https://sws.geonames.org/3031133/ Boulogne-sur-Mer,,Fossile ; Probablement une ammonite,,,2021-12-15/2021-12-16
Salle d'école (dans une boîte avec bouteille),25276,S-00931,Granite,"""Granite roulé Annonay (Ardèche)""",https://sws.geonames.org/3037514/ Annonay,,Granite arrondie,,,2021-12-15/2021-12-16
Salle d'école (dans une boîte avec bouteille),25276,S-00932,Gneiss,"""Roche micacée Ste Joy les Lyon Rhône""",https://sws.geonames.org/2980586/ Sainte-Foy-lès-Lyon,,Gneiss joy lesmicai s,,,2021-12-15/2021-12-16
Salle d'école (dans une boîte avec bouteille),25276,S-00933,Gneiss,[Étiquette illisible],,,Gneiss ; arrondi et altéré,,,2021-12-15/2021-12-16
Salle d'école (dans une boîte avec bouteille),25276,S-00934,Fossile,"[Étiquette difficile à lire:] ""Phosphates A. interrofer fault""",,,,,,2021-12-15/2021-12-16
Salle d'école (dans une boîte avec bouteille),25276,S-00935,[Granite ou granulite ?],"""Grenat Ste [illisible] Rhône""",,On ne voit pas de grenat,,,,2021-12-15/2021-12-16
Salle d'école (dans une boîte avec bouteille),25276,S-00936,[Granite ou granulite ?],"""Grenat Ste [illisible] Rhône""",,On ne voit pas de grenat,,,,2021-12-15/2021-12-16
Salle d'école (dans une boîte avec bouteille),25276,S-00937,Minéral rougeâtre,,,Bon clivage faisant penser à microcline,[Hématite ou roche fortement altérée ?],,,2021-12-15/2021-12-16
Salle d'école (dans une boîte avec bouteille),25276,S-00938,Minéral rougeâtre,[Étiquette illisible],,Bon clivage faisant penser à microcline,[Hématite ou roche fortement altérée ?],,,2021-12-15/2021-12-16
Salle d'école (dans une boîte avec bouteille),25276,S-00939,Quartz,,,Cristal de roche,Quartz à double terminaison (rare !),,,2021-12-15/2021-12-16
Salle d'école (dans une boîte avec bouteille),25276,S-00940,Schiste,[Étiquette illisible],,,Schiste ; un peu arrondi et altéré,,,2021-12-15/2021-12-16
Salle d'école (dans une boîte avec bouteille),25276,S-00941,Galène et pyrite,,,,,,,2021-12-15/2021-12-16
Salle d'école (dans une boîte avec bouteille),25276,S-00942,Gneiss,,,,Gneiss ; altéré,,,2021-12-15/2021-12-16
Salle d'école (dans une boîte avec bouteille),25276,S-00943,Phosphates,"""Phosphates [illisible]""",,,,,,2021-12-15/2021-12-16
Salle d'école (dans une boîte avec bouteille),25276,S-00944,Fossiles de feuilles dans marne,"""Silicate de chaux du terrain Pliocène du Mont Charay (Ardèche)""",,Mont Charay (Ardèche),Sachet avec fossiles de feuilles dans marne,,,2021-12-15/2021-12-16
Salle d'école (dans une boîte avec bouteille),25276,S-00945,Algues séchées,,,,,,,2021-12-15/2021-12-16
Salle d'école (dans une boîte avec bouteille),25276,S-00946,[Tuf ou corail fossilisé ?],,,,,,,2021-12-15/2021-12-16
Salle d'école (dans une petite boîte),25276,S-00947,Fragments de roches,,,,"Fragments roches divers du fond de caisse ; chaille, calcite, gré, marbre, silex …",,,2021-12-15/2021-12-16
Salle d'école (dans une petite boîte),25276,S-00948,Marbres,[Étiquette illisible],,,Fragments de marbre de différentes couleurs,,,2021-12-15/2021-12-16
Salle d'école (dans une petite boîte),25276,S-00949,Fossiles et empruntes fossilisées,,,,"Fossiles et empruntes fossilisées du fond de caisse ; feuilles, coquilles",,,2021-12-15/2021-12-16
Salle d'école (dans une petite boîte),25276,S-00950,Roches arrondies,,,,"Fragments variés roulés du fond de caisse ; calcaire fossilifère, silex, grés … ",,,2021-12-15/2021-12-16
Salle d'école (dans une petite boîte),25276,S-00951,Galets de craie,,,,Galets roulés et gravés de craie ; quelques galets gravés avec des croix ; resemblent à des jétons de jeu,,,2021-12-15/2021-12-16
Salle d'école (dans une petite boîte),25276,S-00952,Magnétite,,,,,,,2021-12-15/2021-12-16
Salle d'école (dans une petite boîte),25276,S-00953,Calcite et pyrite sur roche volcanique,,,,,,,2021-12-15/2021-12-16
Salle d'école (dans une petite boîte),25276,S-00954,Calcaire fossilifère,"""Calcaire coquiller""",,,Calcaire riche en fossiles,,,2021-12-15/2021-12-16
Salle d'école (dans une petite boîte),25276,S-00955,Morceaux de lingots de métaux (industriel),,,,Probablement des lingots de fer,,,2021-12-15/2021-12-16
Salle d'école (dans une petite boîte),25276,S-00956,Scories,,,,,,,2021-12-15/2021-12-16
Salle d'école (dans une petite boîte),25276,S-00957,Céléstine,"""Strontiane sulfaté [illisible] natif Sicile""",https://sws.geonames.org/2523118/ Sicile,,Célestine ; strontiane sulfaté,,,2021-12-15/2021-12-16
Salle d'école (dans une petite boîte),25276,S-00958,Baryte,,,,Baryte ,Fortement empoussiéré,,2021-12-15/2021-12-16
Salle d'école (dans une petite boîte),25276,S-00959,Calcite,,,,Calcite ; de nombreux spécimens trouvés dans la caisse,,,2021-12-15/2021-12-16
Salle d'école (dans une petite boîte),25276,S-00960,Limonite et hématite,,,,Limonite et hématite ; oxydes de fer,,,2021-12-15/2021-12-16
Salle d'école (dans une petite boîte),25276,S-00961,Quartz,,,,Quartz ; de nombreux spécimens trouvés dans la caisse,,,2021-12-15/2021-12-16
